"YEAR","SERIAL","MONTH","HWTFINL","CPSID","STATEFIP","COUNTY","FAMINC","FSSTATUS","FSRAWSCRA","FSSTATUSMD","FSSTMPVALC","FSTOTXPNC","FSRAWSCRM","FSFOODS","FSWROUTY","FSBAL","PERNUM","AGE","SEX","RACE","MARST","VETSTAT","HISPAN","EMPSTAT","EDUC","DIFFANY"
2022,23203,12,2993.5966,20211002297200,19,0,841,1,0,1,999,190,0,1,99,99,2,64,2,100,1,1,0,10,92,1
2022,23205,12,2330.07,20220902321100,19,0,820,99,99,99,999,999,99,99,99,99,1,74,1,100,1,1,0,36,123,1
2022,23205,12,2330.07,20220902321100,19,0,820,99,99,99,999,999,99,99,99,99,2,74,2,100,1,1,0,36,123,1
2022,23206,12,2132.45,20221002318400,19,0,830,1,0,1,999,0,0,1,99,99,1,40,1,100,1,1,0,10,81,1
2022,23206,12,2132.45,20221002318400,19,0,830,1,0,1,999,0,0,1,99,99,2,43,2,100,1,1,0,10,81,1
2022,23206,12,2132.45,20221002318400,19,0,830,1,0,1,999,0,0,1,99,99,3,11,2,100,9,0,0,0,1,0
2022,23206,12,2132.45,20221002318400,19,0,830,1,0,1,999,0,0,1,99,99,4,13,1,100,9,0,0,0,1,0
2022,23207,12,2340.3506,20210902289500,19,0,430,1,0,1,999,40,0,2,1,1,1,74,1,100,4,1,0,36,40,2
2022,23208,12,2139.7723,20220902321500,19,0,740,1,0,1,999,200,0,1,99,99,1,64,2,100,1,1,0,10,91,1
2022,23208,12,2139.7723,20220902321500,19,0,740,1,0,1,999,200,0,1,99,99,2,59,1,100,1,1,0,10,73,1
2022,23209,12,2753.8402,20221102317100,19,0,740,99,99,99,999,999,99,99,99,99,1,61,1,100,4,1,0,10,73,1
2022,23211,12,3146.6291,20221202321100,19,0,842,1,0,1,999,80,0,1,99,99,1,50,1,100,4,1,0,10,92,2
2022,23212,12,2575.0565,20221002319300,19,0,470,1,0,1,999,30,0,2,1,1,1,20,2,100,6,1,0,10,92,1
2022,23213,12,3198.8916,20210902290400,19,0,820,1,0,1,999,20,0,1,99,99,1,39,1,100,4,1,0,10,91,1
2022,23215,12,2499.9477,20221202321500,19,0,720,99,99,99,999,999,99,99,99,99,1,73,1,100,4,1,0,36,123,2
2022,23215,12,2499.9477,20221202321500,19,0,720,99,99,99,999,999,99,99,99,99,2,72,2,100,5,1,0,36,73,2
2022,23216,12,2343.4819,20221102317600,19,0,843,1,0,1,999,220,0,1,99,99,1,40,2,100,1,1,0,10,111,1
2022,23216,12,2343.4819,20221102317600,19,0,843,1,0,1,999,220,0,1,99,99,2,38,1,100,1,1,0,10,111,1
2022,23216,12,2343.4819,20221102317600,19,0,843,1,0,1,999,220,0,1,99,99,3,7,1,100,9,0,0,0,1,0
2022,23216,12,2343.4819,20221102317600,19,0,843,1,0,1,999,220,0,1,99,99,4,9,1,100,9,0,0,0,1,0
2022,23216,12,2343.4819,20221102317600,19,0,843,1,0,1,999,220,0,1,99,99,5,12,1,100,9,0,0,0,1,0
2022,23219,12,2837.4851,20221202321900,19,0,720,1,0,1,999,70,0,1,99,99,1,76,2,100,4,1,0,36,81,1
2022,23220,12,2631.34,20221102318000,19,0,720,3,6,3,999,130,4,2,2,2,1,64,1,100,1,1,0,32,73,2
2022,23220,12,2631.34,20221102318000,19,0,720,3,6,3,999,130,4,2,2,2,2,58,2,100,1,1,0,32,73,2
2022,23221,12,2052.8792,20210902291300,19,0,740,1,0,1,999,60,0,1,99,99,1,76,2,100,5,1,0,36,73,1
2022,23222,12,3052.5073,20211202304700,19,0,740,1,0,1,999,150,0,1,99,99,1,73,1,100,1,2,0,10,73,1
2022,23222,12,3052.5073,20211202304700,19,0,740,1,0,1,999,150,0,1,99,99,2,73,2,100,1,1,0,36,81,1
2022,23223,12,2327.651,20221102318200,19,0,470,1,0,1,999,180,0,1,1,1,1,70,2,100,3,1,0,32,50,2
2022,23223,12,2327.651,20221102318200,19,0,470,1,0,1,999,180,0,1,1,1,2,85,2,100,5,1,0,36,73,2
2022,23225,12,2139.7723,20220902323400,19,0,740,1,0,1,999,190,0,1,99,99,1,66,1,100,1,1,0,36,92,1
2022,23225,12,2139.7723,20220902323400,19,0,740,1,0,1,999,190,0,1,99,99,2,64,2,100,1,1,0,36,73,1
2022,23226,12,2848.5692,20211202304900,19,0,820,1,0,1,999,130,0,2,1,1,1,55,1,100,6,1,0,10,73,1
2022,23228,12,2122.9651,20210902292200,19,0,843,1,0,1,999,380,0,1,99,99,1,54,1,100,1,1,0,10,125,1
2022,23228,12,2122.9651,20210902292200,19,0,843,1,0,1,999,380,0,1,99,99,2,63,2,100,1,1,0,32,123,2
2022,23228,12,2122.9651,20210902292200,19,0,843,1,0,1,999,380,0,1,99,99,3,24,1,100,6,1,0,10,73,2
2022,23228,12,2122.9651,20210902292200,19,0,843,1,0,1,999,380,0,1,99,99,4,25,1,100,6,1,0,34,92,1
2022,23229,12,2437.3881,20221102318600,19,0,843,1,0,1,999,160,0,1,99,99,1,39,2,100,4,1,0,10,81,1
2022,23229,12,2437.3881,20221102318600,19,0,843,1,0,1,999,160,0,1,99,99,2,5,2,100,9,0,0,0,1,0
2022,23229,12,2437.3881,20221102318600,19,0,843,1,0,1,999,160,0,1,99,99,3,12,1,100,9,0,0,0,1,0
2022,23229,12,2437.3881,20221102318600,19,0,843,1,0,1,999,160,0,1,99,99,4,13,1,100,9,0,0,0,1,0
2022,23230,12,2820.7608,20220902323800,19,0,600,1,0,1,999,120,0,1,1,1,1,55,1,100,4,1,0,10,111,1
2022,23231,12,2032.7576,20211002300300,19,0,841,1,0,1,999,70,0,1,99,99,1,39,1,100,1,1,0,10,91,1
2022,23231,12,2032.7576,20211002300300,19,0,841,1,0,1,999,70,0,1,99,99,2,38,2,100,1,1,0,10,92,1
2022,23231,12,2032.7576,20211002300300,19,0,841,1,0,1,999,70,0,1,99,99,3,7,1,100,9,0,0,0,1,0
2022,23231,12,2032.7576,20211002300300,19,0,841,1,0,1,999,70,0,1,99,99,4,11,1,100,9,0,0,0,1,0
2022,23232,12,2724.0085,20221102319000,19,0,841,1,0,1,999,240,0,1,99,99,1,53,1,100,4,1,0,10,81,1
2022,23232,12,2724.0085,20221102319000,19,0,841,1,0,1,999,240,0,1,99,99,2,24,2,100,6,1,0,10,81,1
2022,23234,12,2191.5472,20220902324200,19,0,600,1,0,1,999,110,0,1,1,1,1,68,2,100,1,1,0,36,73,1
2022,23234,12,2191.5472,20220902324200,19,0,600,1,0,1,999,110,0,1,1,1,2,71,1,100,1,1,0,10,81,1
2022,23235,12,2837.4851,20221202323500,19,0,830,1,0,1,999,160,0,1,99,99,1,85,2,100,5,1,0,36,91,1
2022,23237,12,2500.0844,20221002321500,19,0,841,99,99,99,999,999,99,99,99,99,1,74,1,100,1,2,0,10,40,1
2022,23237,12,2500.0844,20221002321500,19,0,841,99,99,99,999,999,99,99,99,99,2,66,2,100,1,1,0,10,73,1
2022,23238,12,3014.1367,20220902324800,19,0,842,1,0,1,999,170,0,2,1,1,1,56,2,100,1,1,0,34,123,1
2022,23238,12,3014.1367,20220902324800,19,0,842,1,0,1,999,170,0,2,1,1,2,56,1,100,1,1,0,10,91,1
2022,23241,12,2736.1204,20221002322200,19,0,842,1,0,1,999,220,0,1,99,99,1,56,1,100,1,1,0,10,111,1
2022,23241,12,2736.1204,20221002322200,19,0,842,1,0,1,999,220,0,1,99,99,2,53,2,100,1,1,0,10,92,1
2022,23242,12,2069.1316,20220902325800,19,0,740,1,0,1,999,120,0,1,99,99,1,80,2,100,1,1,0,36,81,2
2022,23242,12,2069.1316,20220902325800,19,0,740,1,0,1,999,120,0,1,99,99,2,80,1,100,1,1,0,36,81,2
2022,23243,12,2841.4218,20221202324300,19,0,730,3,7,2,999,190,1,3,2,2,1,32,1,100,6,1,0,10,71,1
2022,23243,12,2841.4218,20221202324300,19,0,730,3,7,2,999,190,1,3,2,2,2,28,2,100,6,1,0,34,60,1
2022,23243,12,2841.4218,20221202324300,19,0,730,3,7,2,999,190,1,3,2,2,3,3,1,100,9,0,0,0,1,0
2022,23243,12,2841.4218,20221202324300,19,0,730,3,7,2,999,190,1,3,2,2,4,8,1,100,9,0,0,0,1,0
2022,23243,12,2841.4218,20221202324300,19,0,730,3,7,2,999,190,1,3,2,2,5,11,1,100,9,0,0,0,1,0
2022,23244,12,2343.4819,20221102320300,19,0,820,1,0,1,999,330,0,1,1,1,1,43,1,100,1,1,0,10,111,1
2022,23244,12,2343.4819,20221102320300,19,0,820,1,0,1,999,330,0,1,1,1,2,40,2,100,1,1,0,10,92,1
2022,23244,12,2343.4819,20221102320300,19,0,820,1,0,1,999,330,0,1,1,1,3,16,1,100,6,0,0,34,50,1
2022,23246,12,2815.1975,20221202324600,19,0,720,1,0,1,999,200,0,1,99,99,1,78,2,100,5,1,0,36,81,1
2022,23247,12,2325.0746,20211102303600,19,0,740,1,0,1,999,200,0,1,99,99,1,40,2,100,1,1,0,10,73,1
2022,23247,12,2325.0746,20211102303600,19,0,740,1,0,1,999,200,0,1,99,99,2,39,1,100,1,1,0,10,60,1
2022,23248,12,2542.2429,20221002323100,19,0,710,1,0,1,999,170,0,1,1,1,1,77,1,100,5,2,0,36,73,1
2022,23249,12,3216.4603,20220902327000,19,0,740,1,0,1,999,100,0,1,99,99,1,58,1,100,6,1,0,10,73,1
2022,23251,12,2218.2943,20221102321100,19,0,830,1,0,1,999,400,0,1,99,99,1,68,2,100,1,1,0,36,81,1
2022,23251,12,2218.2943,20221102321100,19,0,830,1,0,1,999,400,0,1,99,99,2,69,1,100,1,1,0,10,71,1
2022,23252,12,2400.0895,20211102303900,19,0,720,99,99,99,999,999,99,99,99,99,1,40,1,100,1,1,0,32,73,2
2022,23252,12,2400.0895,20211102303900,19,0,720,99,99,99,999,999,99,99,99,99,2,49,2,100,1,1,0,32,73,2
2022,23253,12,2798.6046,20210902294700,19,0,841,1,0,1,999,100,0,1,99,99,1,56,1,100,4,1,0,10,111,1
2022,23254,12,2892.6242,20221002323600,19,0,820,1,0,1,999,400,0,1,99,99,1,71,1,100,4,2,0,10,73,1
2022,23254,12,2892.6242,20221002323600,19,0,820,1,0,1,999,400,0,1,99,99,2,77,2,100,4,1,0,36,81,1
2022,23255,12,2351.9331,20220902327300,19,0,842,1,0,1,999,200,0,2,1,1,1,52,2,100,4,1,0,10,81,1
2022,23255,12,2351.9331,20220902327300,19,0,842,1,0,1,999,200,0,2,1,1,2,53,1,100,4,1,0,10,81,1
2022,23256,12,2742.1382,20221002323900,19,0,842,1,0,1,999,240,0,1,1,1,1,47,2,100,4,1,0,10,125,1
2022,23256,12,2742.1382,20221002323900,19,0,842,1,0,1,999,240,0,1,1,1,2,15,2,100,6,0,0,34,30,1
2022,23256,12,2742.1382,20221002323900,19,0,842,1,0,1,999,240,0,1,1,1,3,19,1,100,6,1,0,34,81,1
2022,23256,12,2742.1382,20221002323900,19,0,842,1,0,1,999,240,0,1,1,1,4,22,1,100,6,1,0,34,81,1
2022,23257,12,2325.0746,20211102304400,19,0,820,1,0,1,999,60,0,1,99,99,1,43,2,100,6,1,0,10,92,1
2022,23260,12,2701.4707,20211002302800,19,0,830,1,0,1,999,90,0,1,99,99,1,41,1,100,6,1,0,10,92,1
2022,23261,12,2643.3277,20220902327700,19,0,841,3,6,3,999,0,3,2,2,2,1,57,1,100,1,2,0,21,73,1
2022,23261,12,2643.3277,20220902327700,19,0,841,3,6,3,999,0,3,2,2,2,2,55,2,100,1,1,0,10,123,1
2022,23262,12,2489.2749,20211002303300,19,0,600,1,0,1,999,60,0,1,1,1,1,71,2,100,5,1,0,36,81,1
2022,23262,12,2489.2749,20211002303300,19,0,600,1,0,1,999,60,0,1,1,1,2,44,1,100,6,1,0,10,73,1
2022,23264,12,2200.8703,20211102305300,19,0,600,99,99,99,999,999,99,99,99,99,1,69,2,100,5,1,0,36,73,1
2022,23265,12,2146.4794,20221102322600,19,0,841,1,0,1,999,170,0,1,99,99,1,34,2,100,1,1,0,10,92,1
2022,23265,12,2146.4794,20221102322600,19,0,841,1,0,1,999,170,0,1,99,99,2,32,1,100,1,1,0,10,92,1
2022,23265,12,2146.4794,20221102322600,19,0,841,1,0,1,999,170,0,1,99,99,3,3,2,100,9,0,0,0,1,0
2022,23265,12,2146.4794,20221102322600,19,0,841,1,0,1,999,170,0,1,99,99,4,6,1,100,9,0,0,0,1,0
2022,23266,12,2758.4435,20221102322700,19,0,841,1,0,1,999,0,0,1,99,99,1,54,1,100,1,1,0,10,111,1
2022,23266,12,2758.4435,20221102322700,19,0,841,1,0,1,999,0,0,1,99,99,2,45,2,100,1,1,0,10,111,1
2022,23266,12,2758.4435,20221102322700,19,0,841,1,0,1,999,0,0,1,99,99,3,15,1,100,6,0,0,34,30,1
2022,23266,12,2758.4435,20221102322700,19,0,841,1,0,1,999,0,0,1,99,99,4,17,2,100,6,1,0,34,60,1
2022,23267,12,2988.2836,20221202326700,19,0,600,1,0,1,999,90,0,1,99,99,1,65,1,100,5,1,0,21,73,1
2022,23268,12,2334.742,20221102322800,19,0,710,1,0,1,999,0,0,1,1,1,1,85,2,100,5,1,0,36,73,2
2022,23271,12,2129.6195,20211102305800,19,0,843,1,0,1,999,250,0,1,99,99,1,33,2,100,1,1,0,10,92,1
2022,23271,12,2129.6195,20211102305800,19,0,843,1,0,1,999,250,0,1,99,99,2,29,1,100,1,1,0,10,92,1
2022,23271,12,2129.6195,20211102305800,19,0,843,1,0,1,999,250,0,1,99,99,3,1,2,100,9,0,0,0,1,0
2022,23271,12,2129.6195,20211102305800,19,0,843,1,0,1,999,250,0,1,99,99,4,3,1,100,9,0,0,0,1,0
2022,23272,12,1761.1592,20211102305900,19,0,820,99,99,99,999,999,99,99,99,99,1,31,1,100,6,1,0,10,73,1
2022,23272,12,1761.1592,20211102305900,19,0,820,99,99,99,999,999,99,99,99,99,2,35,2,651,4,1,0,10,92,1
2022,23272,12,1761.1592,20211102305900,19,0,820,99,99,99,999,999,99,99,99,99,3,10,2,803,9,0,0,0,1,0
2022,23273,12,2515.3854,20221202327300,19,0,710,1,0,1,999,100,0,1,1,1,1,78,1,100,5,2,0,36,111,2
2022,23274,12,2336.8814,20221202327400,19,0,841,1,0,1,999,160,0,1,99,99,1,22,1,100,6,1,0,10,73,1
2022,23276,12,1945.7908,20211102306700,19,0,820,2,4,1,999,210,0,2,2,2,1,35,1,100,6,1,0,10,73,1
2022,23277,12,3299.2229,20221202327700,19,0,842,1,0,1,999,230,0,1,1,1,1,48,2,100,1,1,0,10,92,1
2022,23277,12,3299.2229,20221202327700,19,0,842,1,0,1,999,230,0,1,1,1,2,52,1,100,1,1,0,10,92,1
2022,23277,12,3299.2229,20221202327700,19,0,842,1,0,1,999,230,0,1,1,1,3,14,1,100,9,0,0,0,1,0
2022,23277,12,3299.2229,20221202327700,19,0,842,1,0,1,999,230,0,1,1,1,4,15,1,100,6,0,0,34,30,1
2022,23277,12,3299.2229,20221202327700,19,0,842,1,0,1,999,230,0,1,1,1,5,17,2,100,6,1,0,10,50,1
2022,23277,12,3299.2229,20221202327700,19,0,842,1,0,1,999,230,0,1,1,1,6,18,2,100,6,1,0,10,60,1
2022,23279,12,2782.2466,20210902297400,19,0,600,1,0,1,999,200,0,1,1,1,1,30,2,100,6,1,0,10,111,1
2022,23282,12,2389.5702,20210902298000,19,0,842,1,1,2,999,200,1,2,3,96,1,39,2,100,4,1,0,10,73,1
2022,23282,12,2389.5702,20210902298000,19,0,842,1,1,2,999,200,1,2,3,96,2,4,1,100,9,0,0,0,1,0
2022,23282,12,2389.5702,20210902298000,19,0,842,1,1,2,999,200,1,2,3,96,3,5,1,100,9,0,0,0,1,0
2022,23283,12,1775.1021,20221102324500,19,0,841,1,1,2,999,80,1,2,1,2,1,32,1,100,6,1,0,12,73,1
2022,23283,12,1775.1021,20221102324500,19,0,841,1,1,2,999,80,1,2,1,2,2,36,2,100,6,1,0,10,81,1
2022,23283,12,1775.1021,20221102324500,19,0,841,1,1,2,999,80,1,2,1,2,3,4,2,100,9,0,0,0,1,0
2022,23284,12,2515.3854,20221202328400,19,0,710,1,0,1,999,60,0,1,1,1,1,76,1,100,5,2,0,36,73,1
2022,23286,12,2796.8431,20221102324800,19,0,470,3,10,4,999,0,10,3,2,3,1,65,1,100,4,2,0,32,81,2
2022,23287,12,2618.8218,20221202328700,19,0,841,99,99,99,999,999,99,99,99,99,1,41,1,100,6,1,0,10,73,1
2022,23289,12,2815.1975,20211202311500,19,0,710,1,0,1,999,300,0,1,1,1,1,76,1,100,1,2,0,36,81,2
2022,23289,12,2815.1975,20211202311500,19,0,710,1,0,1,999,300,0,1,1,1,2,77,2,100,1,1,0,36,81,1
2022,23291,12,3258.4834,20221202329100,19,0,842,1,0,1,999,130,0,1,99,99,1,54,1,100,1,1,0,10,73,1
2022,23291,12,3258.4834,20221202329100,19,0,842,1,0,1,999,130,0,1,99,99,2,58,2,100,1,1,0,10,81,1
2022,23292,12,2364.9467,20221202329200,19,0,842,1,0,1,999,190,0,1,99,99,1,58,1,100,1,1,0,12,73,1
2022,23292,12,2364.9467,20221202329200,19,0,842,1,0,1,999,190,0,1,99,99,2,62,2,100,1,1,0,10,111,1
2022,23293,12,2610.6716,20211102308300,19,0,841,2,3,2,999,350,1,3,2,3,1,59,2,100,1,1,0,34,92,1
2022,23293,12,2610.6716,20211102308300,19,0,841,2,3,2,999,350,1,3,2,3,2,63,1,100,1,1,0,10,73,1
2022,23294,12,2480.447,20211002307200,19,0,730,1,0,1,999,150,0,1,1,1,1,67,1,100,1,1,0,10,73,1
2022,23294,12,2480.447,20211002307200,19,0,730,1,0,1,999,150,0,1,1,1,2,65,2,100,1,1,0,10,73,1
2022,23295,12,2040.4272,20221102325600,19,0,720,1,0,1,999,240,0,1,1,1,1,28,1,100,6,1,0,10,60,1
2022,23295,12,2040.4272,20221102325600,19,0,720,1,0,1,999,240,0,1,1,1,2,26,2,100,6,1,0,10,73,1
2022,23296,12,3253.5808,20211202312300,19,0,841,1,0,1,999,180,0,1,99,99,1,58,1,100,1,1,0,10,111,1
2022,23296,12,3253.5808,20211202312300,19,0,841,1,0,1,999,180,0,1,99,99,2,50,2,100,1,1,0,10,92,1
2022,23296,12,3253.5808,20211202312300,19,0,841,1,0,1,999,180,0,1,99,99,3,12,1,100,9,0,0,0,1,0
2022,23296,12,3253.5808,20211202312300,19,0,841,1,0,1,999,180,0,1,99,99,4,19,2,100,6,1,0,34,73,1
2022,23297,12,2389.5702,20210902299700,19,0,740,3,7,3,750,390,4,2,2,2,1,38,2,100,1,1,0,10,81,1
2022,23297,12,2389.5702,20210902299700,19,0,740,3,7,3,750,390,4,2,2,2,2,51,1,801,1,1,0,10,81,1
2022,23297,12,2389.5702,20210902299700,19,0,740,3,7,3,750,390,4,2,2,2,3,5,1,100,9,0,0,0,1,0
2022,23297,12,2389.5702,20210902299700,19,0,740,3,7,3,750,390,4,2,2,2,4,8,2,100,9,0,0,0,1,0
2022,23297,12,2389.5702,20210902299700,19,0,740,3,7,3,750,390,4,2,2,2,5,10,2,801,9,0,0,0,1,0
2022,23297,12,2389.5702,20210902299700,19,0,740,3,7,3,750,390,4,2,2,2,6,12,1,100,9,0,0,0,1,0
2022,23297,12,2389.5702,20210902299700,19,0,740,3,7,3,750,390,4,2,2,2,7,13,1,801,9,0,0,0,1,0
2022,23297,12,2389.5702,20210902299700,19,0,740,3,7,3,750,390,4,2,2,2,8,14,1,100,9,0,0,0,1,0
2022,23297,12,2389.5702,20210902299700,19,0,740,3,7,3,750,390,4,2,2,2,9,16,1,100,6,0,0,34,50,1
2022,23299,12,2508.9822,20221002328000,19,0,842,1,0,1,999,230,0,1,99,99,1,70,2,100,4,1,0,36,92,2
2022,23299,12,2508.9822,20221002328000,19,0,842,1,0,1,999,230,0,1,99,99,2,58,1,100,6,1,0,10,73,1
2022,23300,12,2445.0121,20221002328200,19,0,830,1,0,1,999,130,0,1,99,99,1,76,2,100,5,1,0,36,81,1
2022,23301,12,2835.1216,20211202312900,19,0,720,2,3,1,300,70,0,3,2,3,1,23,2,100,6,1,0,10,81,1
2022,23301,12,2835.1216,20211202312900,19,0,720,2,3,1,300,70,0,3,2,3,2,2,1,100,9,0,0,0,1,0
2022,23301,12,2835.1216,20211202312900,19,0,720,2,3,1,300,70,0,3,2,3,3,4,2,100,9,0,0,0,1,0
2022,23302,12,2582.0712,20220902332200,19,0,430,3,9,4,170,140,6,2,2,2,1,60,1,100,6,1,0,32,123,1
2022,23303,12,2990.4957,20220902332100,19,0,842,1,0,1,999,150,0,1,99,99,1,26,1,100,1,1,0,10,81,1
2022,23303,12,2990.4957,20220902332100,19,0,842,1,0,1,999,150,0,1,99,99,2,24,2,100,1,1,0,10,91,1
2022,23303,12,2990.4957,20220902332100,19,0,842,1,0,1,999,150,0,1,99,99,3,0,2,100,9,0,0,0,1,0
2022,23303,12,2990.4957,20220902332100,19,0,842,1,0,1,999,150,0,1,99,99,4,2,1,100,9,0,100,0,1,0
2022,23303,12,2990.4957,20220902332100,19,0,842,1,0,1,999,150,0,1,99,99,5,3,1,100,9,0,0,0,1,0
2022,23304,12,2573.173,20211102309500,19,0,841,1,0,1,999,230,0,1,99,99,1,27,2,100,1,1,0,10,73,1
2022,23304,12,2573.173,20211102309500,19,0,841,1,0,1,999,230,0,1,99,99,2,28,1,100,1,1,0,10,73,1
2022,23307,12,4005.4096,20221202330700,19,0,100,2,3,2,260,350,1,2,2,1,1,53,2,802,4,1,0,32,40,2
2022,23308,12,2133.1108,20211102310200,19,0,740,1,0,1,999,270,0,2,1,1,1,39,1,100,1,1,100,10,111,1
2022,23308,12,2133.1108,20211102310200,19,0,740,1,0,1,999,270,0,2,1,1,2,38,2,100,1,1,100,34,73,1
2022,23308,12,2133.1108,20211102310200,19,0,740,1,0,1,999,270,0,2,1,1,3,9,2,100,9,0,100,0,1,0
2022,23308,12,2133.1108,20211102310200,19,0,740,1,0,1,999,270,0,2,1,1,4,18,2,100,6,1,100,34,60,1
2022,23309,12,2265.7262,20211202313700,19,0,830,1,0,1,999,210,0,1,1,1,1,34,1,100,1,1,0,10,111,1
2022,23309,12,2265.7262,20211202313700,19,0,830,1,0,1,999,210,0,1,1,1,2,35,2,100,1,1,0,10,111,1
2022,23309,12,2265.7262,20211202313700,19,0,830,1,0,1,999,210,0,1,1,1,3,3,2,100,9,0,0,0,1,0
2022,23309,12,2265.7262,20211202313700,19,0,830,1,0,1,999,210,0,1,1,1,4,5,1,100,9,0,0,0,1,0
2022,23309,12,2265.7262,20211202313700,19,0,830,1,0,1,999,210,0,1,1,1,5,6,1,100,9,0,0,0,1,0
2022,23310,12,2327.651,20221102327100,19,0,820,99,99,99,999,999,99,99,99,99,1,75,1,100,1,1,0,10,123,1
2022,23310,12,2327.651,20221102327100,19,0,820,99,99,99,999,999,99,99,99,99,2,71,2,100,1,1,0,10,91,1
2022,23311,12,2639.7782,20221102327200,19,0,740,1,0,1,999,0,0,1,99,99,1,85,1,100,5,2,0,36,73,2
2022,23312,12,1761.1592,20211102310500,19,0,841,1,0,1,999,150,0,1,99,99,1,33,1,100,6,1,0,10,92,2
2022,23314,12,2146.4794,20221102327600,19,0,842,1,0,1,999,280,0,1,99,99,1,32,2,100,1,1,0,10,123,1
2022,23314,12,2146.4794,20221102327600,19,0,842,1,0,1,999,280,0,1,99,99,2,34,1,100,1,2,0,10,111,1
2022,23314,12,2146.4794,20221102327600,19,0,842,1,0,1,999,280,0,1,99,99,3,2,2,100,9,0,0,0,1,0
2022,23314,12,2146.4794,20221102327600,19,0,842,1,0,1,999,280,0,1,99,99,4,5,2,100,9,0,0,0,1,0
2022,23315,12,2425.8073,20211002309400,19,0,720,1,0,1,999,10,0,1,99,99,1,85,2,100,5,1,0,36,81,1
2022,23316,12,2593.5445,20221102328000,19,0,820,3,6,2,999,290,2,1,2,2,1,27,1,300,1,1,0,34,81,2
2022,23316,12,2593.5445,20221102328000,19,0,820,3,6,2,999,290,2,1,2,2,2,26,2,100,1,1,0,10,92,1
2022,23316,12,2593.5445,20221102328000,19,0,820,3,6,2,999,290,2,1,2,2,3,2,1,802,9,0,0,0,1,0
2022,23316,12,2593.5445,20221102328000,19,0,820,3,6,2,999,290,2,1,2,2,4,3,1,802,9,0,0,0,1,0
2022,23317,12,2389.5702,20210902301900,19,0,841,1,0,1,999,410,0,1,99,99,1,35,2,100,1,1,0,10,111,1
2022,23317,12,2389.5702,20210902301900,19,0,841,1,0,1,999,410,0,1,99,99,2,40,1,100,1,1,0,10,73,1
2022,23317,12,2389.5702,20210902301900,19,0,841,1,0,1,999,410,0,1,99,99,3,5,1,100,9,0,0,0,1,0
2022,23317,12,2389.5702,20210902301900,19,0,841,1,0,1,999,410,0,1,99,99,4,10,1,100,9,0,0,0,1,0
2022,23318,12,2964.8115,20211202314700,19,0,740,1,0,1,999,70,0,1,99,99,1,67,1,100,4,1,0,36,111,1
2022,23320,12,2327.651,20221102328400,19,0,830,1,0,1,999,60,0,1,99,99,1,71,2,100,1,1,0,10,73,1
2022,23320,12,2327.651,20221102328400,19,0,830,1,0,1,999,60,0,1,99,99,2,65,1,100,1,2,0,10,73,1
2022,23322,12,2815.1975,20211202315100,19,0,820,1,0,1,999,10,0,1,99,99,1,85,2,100,5,1,0,36,81,1
2022,23323,12,2612.6628,20211102311700,19,0,820,99,99,99,999,999,99,99,99,99,1,65,1,100,1,1,0,36,73,1
2022,23323,12,2612.6628,20211102311700,19,0,820,99,99,99,999,999,99,99,99,99,2,61,2,100,1,1,0,36,91,1
2022,23324,12,2069.1316,20220902334100,19,0,470,3,6,4,999,0,6,2,1,3,1,85,2,100,5,1,0,36,73,1
2022,23325,12,2159.8525,20220902334400,19,0,841,1,0,1,999,60,0,1,99,99,1,80,1,100,5,2,0,36,81,1
2022,23326,12,2610.6716,20211102312000,19,0,600,99,99,99,999,999,99,99,99,99,1,66,1,100,1,1,400,36,111,1
2022,23326,12,2610.6716,20211102312000,19,0,600,99,99,99,999,999,99,99,99,99,2,59,2,100,1,1,0,10,91,1
2022,23329,12,2409.551,20211102312600,19,0,600,2,3,1,250,220,0,2,2,2,1,62,1,200,5,1,0,36,73,1
2022,23329,12,2409.551,20211102312600,19,0,600,2,3,1,250,220,0,2,2,2,2,19,1,200,6,1,0,34,81,1
2022,23329,12,2409.551,20211102312600,19,0,600,2,3,1,250,220,0,2,2,2,3,17,1,200,6,1,0,34,71,1
2022,23331,12,2191.5472,20220902335400,19,0,842,99,99,99,999,999,99,99,99,99,1,65,2,100,1,1,0,36,73,1
2022,23331,12,2191.5472,20220902335400,19,0,842,99,99,99,999,999,99,99,99,99,2,66,1,100,1,1,0,36,73,1
2022,23332,12,3334.9899,20221102330100,19,0,841,2,3,1,999,300,0,3,2,2,1,49,2,100,3,1,600,10,73,1
2022,23332,12,3334.9899,20221102330100,19,0,841,2,3,1,999,300,0,3,2,2,2,18,2,100,6,1,600,21,73,1
2022,23332,12,3334.9899,20221102330100,19,0,841,2,3,1,999,300,0,3,2,2,3,22,2,100,6,1,600,10,81,1
2022,23333,12,2445.0121,20221002331700,19,0,842,1,0,1,999,60,0,1,99,99,1,80,2,100,5,1,0,36,73,2
2022,23335,12,4018.455,20220902336000,19,0,842,1,0,1,999,220,0,1,99,99,1,20,1,100,6,1,0,10,73,1
2022,23335,12,4018.455,20220902336000,19,0,842,1,0,1,999,220,0,1,99,99,2,19,1,100,6,1,100,21,73,1
2022,23335,12,4018.455,20220902336000,19,0,842,1,0,1,999,220,0,1,99,99,3,20,1,100,6,1,100,21,73,1
2022,23335,12,4018.455,20220902336000,19,0,842,1,0,1,999,220,0,1,99,99,4,20,1,100,6,1,0,10,73,1
